{10739,  48.83,    9.20,  315, 6, 9, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12}
{10771,  49.43,   11.90,  418, 6, 9, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12}
{10868,  48.24,   11.55,  489, 6, 9, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12}
{11035,  48.25,   16.36,  209, 6, 9, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12}
{11520,  50.01,   14.45,  304, 3, 9, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12}
{11747,  49.45,   17.13,  217, 6, 9, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12}
{11952,  49.03,   20.32,  703, 6,10, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12}
{12120,  54.75,   17.53,    6, 3, 9, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12}
{12374,  52.41,   20.96,   96, 3,10, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12}
{12425,  51.11,   16.88,  120, 3, 9, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12}
{12843,  47.43,   19.18,  139, 6, 9, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12}
{12982,  46.25,   20.10,   83, 6,10, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12}
{13275,  44.77,   20.42,  203, 6,11, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12}
{14240,  45.82,   16.03,  128, 6, 9, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12}
{14430,  44.10,   15.34,   79, 6,11, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12}
{15120,  46.78,   23.57,  411, 6,10, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12}
{15420,  44.51,   26.08,   91, 6,11, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12}
{15614,  42.65,   23.38,  591, 6,11, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12}
{16044,  46.04,   13.19,   94, 6, 9, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12}
{16080,  45.46,    9.28,  105, 6, 9, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12}
{16113,  44.54,    7.61,  386, 6,11, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12}
{16144,  44.65,   11.62,   12, 6,11, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12}
{16245,  41.67,   12.45,   32, 6,11, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12}
{16320,  40.66,   17.96,    4, 6,11, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12}
{16429,  37.91,   12.49,    9,11,11, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12}
{16546,  39.35,    8.97,   24,11,11, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12}
{16622,  40.52,   22.97,    4, 6,11, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12}
{16716,  37.73,   23.73,   10,11,11, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12}
{16754,  35.33,   25.18,   39,11,11, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12}
{17030,  41.28,   36.30,    4, 7,11, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12}
{17062,  40.90,   29.15,   18, 6,11, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12}
{17130,  39.95,   32.88,  891,11,11, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12}
{17220,  38.43,   27.17,   29,11,11, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12}
{17240,  37.75,   30.55,  997,11,11, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12}
{17281,  37.90,   40.20,  675,11,11, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12}
{17351,  36.98,   35.35,   27,11,11, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12}
{17607,  35.14,   33.40,  162,11,11, 1, 2, 3, 0, 0, 0, 0, 0, 0,10,11,12}
{20046,  80.62,   58.05,   20, 1, 1, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12}
{20292,  77.72,  104.28,   15, 2, 1, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12}
{20674,  73.50,   80.23,   47, 1, 5, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12}
{20744,  72.38,   52.73,   19, 4, 4, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12}
{21432,  76.00,  137.87,   22, 2, 6, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12}
